com.fsck.k9#50000:	  Your app will not work on my tcl 5056 n.... Then again I am smart and use a vpn.... Dumb ass 
com.fsck.k9#52793:	   For 90% of my email, this works great using the dark theme. But for one type, it just won't work (it used to, but either the app changed a while back, or the sender changed formats). For example, I get email promotions from Fry's Electronics that has images for the special deals. With this app, using the dark theme, they are all totally blank. I can click on one, and be taken to the web page via the browser, but that's a pain, and I can't even tell what it is first. Using the light theme works fine. I've tried both "show pictures" and "download complete message", but neither one works for these images. I'd enter a bug report, but they make it too hard to do unless you know exactly what the cause is. I can provide an example, but I don't know why it happens because most email looks fine. It's probably something to do with the email source. I tried another email app with a dark theme, and it behaved the same way. 
com.fsck.k9#52794:	   By far the best mail app. Works with every email service I've tried. Rarely has issues, and is usually caused by poor handling of existing connection issues. 
com.fsck.k9#52795:	   Love this app, BUT the past couple of weeks can't send emails. I can receive but not send. Maybe I need to reinstall... But I don't look forward to that! 10-26, still having problems sending or forwarding email... I may have to switch apps :-(, I used to love this app... Seems to be getting worse everyday! 
com.fsck.k9#52799:	   I have been using this app for years, never had a problem until last update. I have been fighting this app for data usage. And every week it keeps going higher and higher over past few months. 
com.fsck.k9#52800:	   Well after last update everything stopped working. After fiddling about, export settings, uninstall/reinstall import settings, still same probs. So uninstalled/reinstalled and set up accounts one at a time and everything is ok again. Still best mail app on Android! 
com.fsck.k9#52801:	   Spam folder disappeared, app stopped receiving new email, and it gives an IO error for the inbox. Not amused... 
com.fsck.k9#52802:	   Wtf. You just lost me over a 100 email. Fix it 
com.fsck.k9#52811:	   This is simply the best email app out there. One minor issue while working with android wear smart watch: if you don't clear old email notification, you won't be able to see the details when there are two or more email notifications-just show you how many emails and you can't expand the notification. Please fix... 
com.fsck.k9#52815:	   Sent items from phone does not sync with Outlook....no autosuggestions while typing names in compose mail... Of very little use as you can't reply to trail mail....please give better suggestions for these problems 
com.fsck.k9#52817:	   Last few updates I can't move mail between folders. Thinking of leaving K9. 
com.fsck.k9#52821:	   My mail box went missing, only new unread mail can be receive aft read then the mail also will be missing. Reinstalled but same problem. No mail to keep in phone whether is imap or pop3. Please fix and help. Was a very good app until this happen 
com.fsck.k9#52828:	   I tried to set up smtp for multiple accounts, but they all failed. I tried putting in full email and username only. I tried different ports. I tried different authentications. It might just be my phone (galaxy s4). I also tried searching the bug reporter. I wanted to post a bug report, but it wasn't clear how to go about it. I'll try it again in the future, but for now I've wasted too much time. 
com.fsck.k9#52830:	   Update: Problem resolved by latest update and everything works perfectly again now. Thank you! 
com.fsck.k9#52832:	   I use this with my school account but when I try to send emails from the app. It always fails. Then it continously give me notifications of the failed email. I wish It worked better. 
com.fsck.k9#52834:	   Have a dozen email accounts managed by this app for past 4 or more years. unfortunately all of my emails are throwing certificate errors on read. Please fix, I need you! 
com.fsck.k9#52836:	   Have reverted to a backup of v4 as smtp send appears to be broken in v5 (SSL/TLS certificate problem) and still not fixed in 5.001 update. Have used K9 for years now so hope this will be fixed soon as I'd like to stick with it. 
com.fsck.k9#52843:	   Doesn't save deleted email when you delete them they come back. 
com.fsck.k9#52844:	   One been using K9 mail for a year our so.. Some this update, it now doesn't work. I get an error message telling me I can't change my user name. I didn't change anything.. It just stopped working! Arrgghh.. It's a shame, gotta find a new app.. 
com.fsck.k9#52847:	   Good software. But cannot sent email after update. Please fix it. 
com.fsck.k9#52850:	  I was using the app but suddenly it started crashing I reported it and to my surprise it consumed my 1.7GB data.... 
com.fsck.k9#52852:	   Since I updated, I cannot send emails. All my settings are correct for my outgoing server....please sort out this critical problem 
com.fsck.k9#52860:	   & it crashes each time you try to empty Trash folder to free space. Cannot attach images from camera. 
com.fsck.k9#52867:	   I'm having same proplem sending after installing update to 5.001. Latest version will not allow me to send. Sounds like that is not the only proplem with the new release. It has already taken too long for a fix or going back to an earlier version with less problems. I need to find a new app. 
com.fsck.k9#52878:	   The latest update is great, has resolved many issues, k9 works well now with my Samsung Galaxy S5 
com.fsck.k9#52883:	   Quick scrolling in messages list lagging quite bad, even in phones with so many cores, outrageous RAM & lots of storage space. Super slow when searching old mail in online folder. When an inbox is open, new mail come & opened not from notification, the notification wont go away until manually cleared or reopen mail by tapping the notification. Deleting mail directly from notification causes screen to unlock. Fixes & improvements will be highly anticipated. 
